round,client_id,client_loss,client_time,num_samples,global_accuracy,global_precision_macro,global_recall_macro,global_macro_f1,global_weighted_f1,global_micro_f1,global_auc,global_eval_loss
1,2,0.2282043807090835,46.85504746437073,20242,0.9086842105263158,0.9096739636278526,0.9086842105263158,0.9088039080205584,0.9088039080205584,0.9086842105263158,0.0,0.2724410241641918
2,2,0.1650161578556843,46.52741360664368,20242,0.9236842105263158,0.92466886558094,0.9236842105263158,0.9237152504139836,0.9237152504139836,0.9236842105263158,0.0,0.2177121805167999
3,2,0.1513669297369829,46.58577728271485,20242,0.9286842105263158,0.9293397998740688,0.9286842105263158,0.9287584457204384,0.9287584457204384,0.9286842105263158,0.0,0.2027682812274003
4,2,0.1399449637309776,46.054617404937744,20242,0.9322368421052633,0.9331041142163288,0.9322368421052633,0.932302784425365,0.932302784425365,0.9322368421052633,0.0,0.1953669828401894
5,2,0.1334343302294635,46.4255735874176,20242,0.9365789473684212,0.9373852269762812,0.9365789473684212,0.9366854053319802,0.9366854053319802,0.9365789473684212,0.0,0.1910598275541257
6,2,0.1277183124451275,45.63513898849487,20242,0.9365789473684212,0.9372420128677096,0.9365789473684212,0.9367103398742008,0.9367103398742008,0.9365789473684212,0.0,0.187902032546386
7,2,0.1253654511533618,45.91362929344177,20242,0.9385526315789474,0.9392259939902337,0.9385526315789474,0.9386375191531928,0.9386375191531926,0.9385526315789474,0.0,0.1852226865579601
8,2,0.1193431007836196,46.45907211303711,20242,0.9386842105263158,0.9396251059429016,0.9386842105263156,0.9388194892905452,0.9388194892905452,0.9386842105263158,0.0,0.1834884741100944
9,2,0.1177275056993415,46.06654596328735,20242,0.9414473684210526,0.9422761068728948,0.9414473684210526,0.9415374518400424,0.9415374518400426,0.9414473684210526,0.0,0.1828685349025646
10,2,0.1155368539653306,46.0356822013855,20242,0.9403947368421052,0.9412724101876416,0.9403947368421052,0.9405115739845598,0.9405115739845596,0.9403947368421052,0.0,0.1854030436077037
11,2,0.1111525425402003,46.03611826896668,20242,0.9401315789473684,0.9409783825030896,0.9401315789473684,0.9402553359149636,0.9402553359149636,0.9401315789473684,0.0,0.1870943017992652
12,2,0.10873428781591886,46.038275957107544,20242,0.9397368421052632,0.9407175093229823,0.9397368421052632,0.9398524110908011,0.9398524110908012,0.9397368421052632,0.0,0.19071270851027064
