round,client_id,client_loss,client_time,num_samples,global_accuracy,global_precision_macro,global_recall_macro,global_macro_f1,global_weighted_f1,global_micro_f1,global_auc,global_eval_loss
1,4,0.3046767821295805,40.64385628700256,7084,0.86492,0.8720547869013406,0.86492,0.8642692828361411,0.864269282836141,0.86492,0.9517905024,0.3503765687918114
2,4,0.2518359188907033,40.52318739891052,7084,0.88928,0.8907550509258064,0.8892800000000001,0.8891754127978849,0.8891754127978849,0.88928,0.9607589984,0.2632744702346185
3,4,0.2371855647078217,40.32788825035095,7084,0.89364,0.8951354733353412,0.89364,0.8935392692412765,0.8935392692412765,0.89364,0.9639251712,0.2529206846833534
4,4,0.2230610101069607,40.2700834274292,7084,0.89564,0.8975614264599483,0.89564,0.8955137536988111,0.895513753698811,0.89564,0.9654727968,0.2497629619458371
5,4,0.2206489787779698,40.21738386154175,7084,0.8996,0.9006241208887158,0.8996,0.899535795496929,0.8995357954969289,0.8996,0.9665593024,0.2427839704067506
6,4,0.1972132411451156,40.20730066299439,7084,0.90256,0.9031250820349928,0.90256,0.902525841311788,0.902525841311788,0.90256,0.9674039648,0.24253813517006
7,4,0.1897866409734463,40.22367024421692,7084,0.90432,0.9049220679328668,0.90432,0.9042844207580292,0.9042844207580292,0.90432,0.9682628928,0.243562150579851
8,4,0.1809529524052654,40.242347955703735,7084,0.90428,0.9053795215783964,0.90428,0.90421504998784,0.90421504998784,0.90428,0.9686874304,0.2422538388787252
9,4,0.1743893163030626,40.446284770965576,7084,0.90556,0.9064320171254604,0.90556,0.9055093165580675,0.9055093165580675,0.90556,0.9686278432,0.246387337217741
10,4,0.1660499167639098,40.4423291683197,7084,0.90544,0.9064206012222618,0.90544,0.90538292758747,0.90538292758747,0.90544,0.9688530816,0.2477783502015235
11,4,0.1561453205871797,40.311076402664185,7084,0.90652,0.9074556511686076,0.90652,0.9064663040261614,0.9064663040261614,0.90652,0.9688926208,0.2540994768014268
12,4,0.1501449345470181,40.24420833587647,7084,0.9068,0.907882647152316,0.9068,0.9067381135011856,0.9067381135011856,0.9068,0.9688989216,0.2552082402360104
13,4,0.1404714868414482,40.17828726768494,7084,0.9082,0.9085916439162732,0.9082,0.90817799665661,0.90817799665661,0.9082,0.9688627104,0.2652369344802311
14,4,0.1360716285650738,40.42224597930908,7084,0.90704,0.90754496451283,0.90704,0.9070111957880074,0.9070111957880072,0.90704,0.9683351936,0.2867658606651799
15,4,0.1344548659420175,40.40251183509827,7084,0.90944,0.9097836780307448,0.90944,0.9094210082665716,0.9094210082665716,0.90944,0.9687306783999998,0.2804246671030969
16,4,0.1204169120631153,40.270620346069336,7084,0.90748,0.9086575640980292,0.90748,0.9074133018759198,0.9074133018759198,0.90748,0.9683071296,0.288285607119541
17,4,0.1124171303337099,40.13336157798767,7084,0.90768,0.9083758881951186,0.90768,0.907640654031968,0.9076406540319678,0.90768,0.9676449792,0.307327755557759
18,4,0.11189743820956276,40.38357591629028,7084,0.90928,0.9096159873497772,0.90928,0.9092613929234602,0.9092613929234602,0.90928,0.9682914816,0.30921525151833246
