epoch,train_loss,eval_loss,accuracy,precision,recall,macro_f1,time_per_epoch,trainable_params,total_params,model_name,dataset_name,setting,best_metric_so_far,patience_counter,is_new_best
1,0.39428419855435687,0.19214938580989838,0.9356578947368421,0.9359234787198324,0.9356578947368421,0.9355791826174125,688.6287393569946,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9356578947368421,0,1
2,0.1740646280705929,0.18325103230837012,0.9436842105263158,0.9437444633011741,0.9436842105263158,0.9436030288999657,687.1838207244873,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9436842105263158,0,1
3,0.1277658807069063,0.17902845745327092,0.9447368421052632,0.944826190371665,0.9447368421052631,0.944549996647581,687.3294398784637,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9447368421052632,0,1
4,0.08848841669062774,0.22827569262257644,0.9427631578947369,0.9425351240120086,0.9427631578947369,0.9425946923271165,687.4901020526886,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9447368421052632,1,0
5,0.06029324603577455,0.2985862842408799,0.9402631578947368,0.9404652270712862,0.9402631578947368,0.940320891259077,686.4030530452728,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9447368421052632,2,0
6,0.04506198168992996,0.32887972498453466,0.9357894736842105,0.9358718446520178,0.9357894736842105,0.9357216841529306,683.715588092804,109485316,109485316,bert-base-uncased,ag_news,C-BERT-base-FFT,0.9447368421052632,3,0
